from,indexvertexfrom,to,indexvertexto,altname,unixtimestamp,date,open,high,low,close,vwap,volume,count
SOL,427,USDT,499,SOLUSDT,1761868800,2025-10-31,184.69,190.10,183.96,187.78,186.98,17381.58515498,2489
SOLV,428,EUR,167,SOLVEUR,0,1970-01-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
SOLV,428,USD,490,SOLVUSD,0,1970-01-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
SOL,427,XBT,529,SOLXBT,1761868800,2025-10-31,0.0017010,0.0017195,0.0016877,0.0017111,0.0017018,2160.92280548,825
SOMI,429,EUR,167,SOMIEUR,1761868800,2025-10-31,0.3350,0.3350,0.3350,0.3350,0.0000,0.00000,0
SOMI,429,USD,490,SOMIUSD,1761868800,2025-10-31,0.3969,0.4344,0.3908,0.4095,0.4101,2220.88806,24
SONIC,430,EUR,167,SONICEUR,1761868800,2025-10-31,0.11064,0.11097,0.10968,0.11097,0.11038,1233.78399,3
SONIC,430,USD,490,SONICUSD,1761868800,2025-10-31,0.12592,0.12912,0.12543,0.12833,0.12698,4755.87578,16
SOON,431,EUR,167,SOONEUR,1761868800,2025-10-31,0.6178,0.6178,0.6178,0.6178,0.0000,0.00000,0
SOON,431,USD,490,SOONUSD,1761868800,2025-10-31,0.7442,0.7615,0.6902,0.7111,0.7329,22840.85431,480
SOSO,432,EUR,167,SOSOEUR,1761868800,2025-10-31,0.6788,0.6954,0.6788,0.6928,0.6862,1046.20963,30
SOSO,432,USD,490,SOSOUSD,1761868800,2025-10-31,0.7798,0.8088,0.7798,0.8025,0.7947,15800.07141,388
SPELL,433,EUR,167,SPELLEUR,1761868800,2025-10-31,0.000273,0.000279,0.000270,0.000276,0.000274,23355656.22908036,104
SPELL,433,USD,490,SPELLUSD,1761868800,2025-10-31,0.000315,0.000323,0.000313,0.000318,0.000317,43483504.27748978,142
SPICE,434,EUR,167,SPICEEUR,1761868800,2025-10-31,0.00001117,0.00001300,0.00001075,0.00001080,0.00001123,797329299.72285,188
SPICE,434,USD,490,SPICEUSD,1761868800,2025-10-31,0.00001289,0.00001442,0.00001219,0.00001245,0.00001296,1270393253.37668,261
SPK,435,EUR,167,SPKEUR,1761868800,2025-10-31,0.03027,0.03093,0.03006,0.03078,0.03058,99215.70344221,16
SPK,435,USD,490,SPKUSD,1761868800,2025-10-31,0.03516,0.03581,0.03471,0.03534,0.03519,469381.91866207,139
SPX,436,EUR,167,SPXEUR,1761868800,2025-10-31,0.7719,0.7933,0.7135,0.7351,0.7586,163220.29782,1294
SPX,436,USD,490,SPXUSD,1761868800,2025-10-31,0.8913,0.9153,0.8224,0.8469,0.8723,2071414.25258,5059
SRM,437,EUR,167,SRMEUR,1761868800,2025-10-31,0.01079,0.01165,0.01025,0.01091,0.01081,157270.95292027,60
SRM,437,USD,490,SRMUSD,1761868800,2025-10-31,0.01250,0.01428,0.01169,0.01199,0.01288,1744576.79946990,395
SSV,438,EUR,167,SSVEUR,1761868800,2025-10-31,4.115,4.116,3.983,4.016,4.046,168.55103403,24
SSV,438,USD,490,SSVUSD,1761868800,2025-10-31,4.671,4.767,4.575,4.723,4.669,369.66823449,79
STBL,439,EUR,167,STBLEUR,1761868800,2025-10-31,0.075694,0.088355,0.075485,0.082239,0.083016,8819574.18397,2686
STBL,439,USD,490,STBLUSD,1761868800,2025-10-31,0.087555,0.102137,0.087294,0.094982,0.095655,13452450.35196,3586
STEP,440,EUR,167,STEPEUR,1761868800,2025-10-31,0.0333,0.0333,0.0325,0.0325,0.0328,620.98200000,2
STEP,440,USD,490,STEPUSD,1761868800,2025-10-31,0.0392,0.0392,0.0387,0.0389,0.0390,2589.12285759,9
STG,441,EUR,167,STGEUR,1761868800,2025-10-31,0.1211,0.1211,0.1181,0.1195,0.1195,42358.84848192,19
STG,441,USD,490,STGUSD,1761868800,2025-10-31,0.1398,0.1401,0.1362,0.1377,0.1387,14901.29392139,42
STORJ,442,EUR,167,STORJEUR,1761868800,2025-10-31,0.13984,0.14535,0.13984,0.14465,0.14290,71708.26337430,44
STORJ,442,USD,490,STORJUSD,1761868800,2025-10-31,0.16147,0.16854,0.16147,0.16762,0.16587,45728.53361390,38
STRD,443,EUR,167,STRDEUR,1761868800,2025-10-31,0.0480,0.0569,0.0480,0.0480,0.0491,609.46315,3
STRD,443,USD,490,STRDUSD,1761868800,2025-10-31,0.0653,0.0653,0.0552,0.0569,0.0567,39998.59084,58
STRK,444,EUR,167,STRKEUR,1761868800,2025-10-31,0.09399,0.09535,0.09000,0.09042,0.09271,91480.34060,75
STRK,444,USD,490,STRKUSD,1761868800,2025-10-31,0.10832,0.11000,0.10348,0.10456,0.10789,2496697.04380,543
STX,445,EUR,167,STXEUR,1761868800,2025-10-31,0.3503,0.3677,0.3488,0.3568,0.3522,178768.44302791,96
STX,445,USD,490,STXUSD,1761868800,2025-10-31,0.4064,0.4239,0.4033,0.4132,0.4125,325846.13768337,379
SUI,446,EUR,167,SUIEUR,1761868800,2025-10-31,1.9808,2.0812,1.9808,2.0508,2.0344,312092.81914,1711
SUI,446,GBP,194,SUIGBP,1761868800,2025-10-31,1.7414,1.8240,1.7403,1.8012,1.7776,97232.61991,898
SUI,446,USD,490,SUIUSD,1761868800,2025-10-31,2.2902,2.3999,2.2894,2.3700,2.3462,6365171.63815,9903
SUKU,447,EUR,167,SUKUEUR,1761868800,2025-10-31,0.01845,0.02043,0.01738,0.01749,0.01853,49046.77368,45
SUKU,447,USD,490,SUKUUSD,1761868800,2025-10-31,0.01964,0.02452,0.01943,0.01950,0.02203,550457.60502,632
SUNDOG,449,EUR,167,SUNDOGEUR,1761868800,2025-10-31,0.01487,0.01609,0.01463,0.01463,0.01478,24285.79656,15
SUNDOG,449,USD,490,SUNDOGUSD,1761868800,2025-10-31,0.01655,0.01768,0.01654,0.01688,0.01732,546015.24790,211
SUN,448,EUR,167,SUNEUR,1761868800,2025-10-31,0.01907,0.01935,0.01900,0.01903,0.01906,15906.53909,43
SUN,448,USD,490,SUNUSD,1761868800,2025-10-31,0.02237,0.02238,0.02186,0.02186,0.02202,247277.65562,44
SUPER,450,EUR,167,SUPEREUR,1761868800,2025-10-31,0.3139,0.3210,0.3107,0.3140,0.3156,23696.35399431,68
SUPER,450,USD,490,SUPERUSD,1761868800,2025-10-31,0.3596,0.3693,0.3556,0.3624,0.3629,127203.41175658,183
S,403,USD,490,SUSD,1761868800,2025-10-31,0.1440,0.1459,0.1368,0.1386,0.1433,4124573.07403,1533
S,403,USDC,492,SUSDC,1761868800,2025-10-31,0.1457,0.1461,0.1377,0.1377,0.1397,30813.33274,13
S,403,USDT,499,SUSDT,1761868800,2025-10-31,0.1456,0.1456,0.1389,0.1420,0.1410,1027.62118,5
SUSHI,451,EUR,167,SUSHIEUR,1761868800,2025-10-31,0.4271,0.4302,0.4176,0.4208,0.4192,26540.51347019,108
SUSHI,451,USD,490,SUSHIUSD,1761868800,2025-10-31,0.4835,0.4971,0.4781,0.4887,0.4866,104107.78079062,229
SWARMS,452,EUR,167,SWARMSEUR,1761868800,2025-10-31,0.01164,0.01498,0.01164,0.01362,0.01237,79845.58342,19
SWARMS,452,USD,490,SWARMSUSD,1761868800,2025-10-31,0.01353,0.01917,0.01353,0.01630,0.01540,556690.37819,108
SWEAT,453,EUR,167,SWEATEUR,1761868800,2025-10-31,0.001119,0.001700,0.001117,0.001136,0.001144,4695509.02042,638
SWEAT,453,USD,490,SWEATUSD,1761868800,2025-10-31,0.001298,0.001350,0.001286,0.001316,0.001325,2287159.98598,331
SWELL,454,EUR,167,SWELLEUR,1761868800,2025-10-31,0.00483,0.00519,0.00468,0.00481,0.00482,587480.73257,80
SWELL,454,USD,490,SWELLUSD,1761868800,2025-10-31,0.00554,0.00565,0.00539,0.00552,0.00555,6994536.57631,395
SXT,455,EUR,167,SXTEUR,1761868800,2025-10-31,0.04530,0.04548,0.04456,0.04480,0.04501,28130.69192,20
SXT,455,USD,490,SXTUSD,1761868800,2025-10-31,0.05244,0.05291,0.05106,0.05168,0.05239,136678.00648,105
SYND,457,EUR,167,SYNDEUR,1761868800,2025-10-31,0.1373,0.1547,0.1363,0.1508,0.1435,34081.71803,254
SYND,457,USD,490,SYNDUSD,1761868800,2025-10-31,0.1592,0.1806,0.1573,0.1740,0.1709,114536.27391,187
SYN,456,EUR,167,SYNEUR,1761868800,2025-10-31,0.0665,0.0703,0.0626,0.0645,0.0672,94614.61306051,48
SYN,456,USD,490,SYNUSD,1761868800,2025-10-31,0.0777,0.0818,0.0720,0.0744,0.0770,1000849.74452353,425
SYRUP,458,EUR,167,SYRUPEUR,1761868800,2025-10-31,0.35973,0.38033,0.35836,0.37679,0.36829,52544.25370,120
SYRUP,458,USD,490,SYRUPUSD,1761868800,2025-10-31,0.41462,0.44102,0.41178,0.43413,0.42581,841916.90616,3510
TAC,460,EUR,167,TACEUR,1761868800,2025-10-31,0.00456,0.00558,0.00444,0.00466,0.00467,593018.66643,31
TAC,460,USD,490,TACUSD,1761868800,2025-10-31,0.00431,0.00647,0.00431,0.00537,0.00557,3644859.31709,374
TANSSI,461,EUR,167,TANSSIEUR,1761868800,2025-10-31,0.02369,0.02537,0.02357,0.02508,0.02420,45355.28271,48
TANSSI,461,USD,490,TANSSIUSD,1761868800,2025-10-31,0.02737,0.02924,0.02712,0.02903,0.02791,86140.29771,98
TAO,462,EUR,167,TAOEUR,1761868800,2025-10-31,359.0948,429.3299,358.5500,417.4125,405.9553,10199.99234,8553
TAO,462,USD,490,TAOUSD,1761868800,2025-10-31,414.6742,495.0000,414.4592,483.9415,465.0878,47212.19858,24420
TBTC,463,EUR,167,TBTCEUR,1761868800,2025-10-31,95738.7,95738.7,94653.1,94806.9,94737.9,0.00795161,7
TBTC,463,USD,490,TBTCUSD,1761868800,2025-10-31,108842.0,110340.3,108842.0,109217.0,109775.8,0.00535774,4
TBTC,463,XBT,529,TBTCXBT,1761868800,2025-10-31,0.99900,0.99900,0.99511,0.99541,0.99597,0.00440612,4
TEER,464,EUR,167,TEEREUR,1761868800,2025-10-31,0.0293,0.0322,0.0242,0.0315,0.0291,89741.80269545,55
TEER,464,USD,490,TEERUSD,1761868800,2025-10-31,0.0340,0.0385,0.0299,0.0315,0.0353,147607.13250113,88
TERM,465,EUR,167,TERMEUR,1761868800,2025-10-31,0.5340,0.5340,0.5340,0.5340,0.0000,0.00000,0
TERM,465,USD,490,TERMUSD,1761868800,2025-10-31,0.5980,0.5980,0.5561,0.5980,0.5843,1530.94309,114
T,459,EUR,167,TEUR,1761868800,2025-10-31,0.01063,0.01079,0.01057,0.01079,0.01065,66349.01589100,10
TIA,466,EUR,167,TIAEUR,1761868800,2025-10-31,0.7889,0.8128,0.7753,0.7786,0.7902,37556.28867,163
TIA,466,USD,490,TIAUSD,1761868800,2025-10-31,0.9130,0.9360,0.8895,0.8980,0.9135,78225.37092,708
TITCOIN,467,EUR,167,TITCOINEUR,1761868800,2025-10-31,0.00176,0.00189,0.00160,0.00171,0.00167,958498.20018,54
TITCOIN,467,USD,490,TITCOINUSD,1761868800,2025-10-31,0.00196,0.00213,0.00183,0.00196,0.00193,13818310.85181,592
TLM,468,EUR,167,TLMEUR,1761868800,2025-10-31,0.00262,0.00285,0.00262,0.00266,0.00267,204962.36799305,19
TLM,468,USD,490,TLMUSD,1761868800,2025-10-31,0.00308,0.00325,0.00305,0.00308,0.00309,291905.18611617,44
TNSR,469,EUR,167,TNSREUR,1761868800,2025-10-31,0.0442,0.0474,0.0442,0.0458,0.0461,82314.23131,69
TNSR,469,USD,490,TNSRUSD,1761868800,2025-10-31,0.0511,0.0549,0.0511,0.0522,0.0537,362807.03640,150
TOKE,470,EUR,167,TOKEEUR,1761868800,2025-10-31,0.1623,0.1778,0.1623,0.1778,0.1626,3209.64706644,58
TOKEN,471,EUR,167,TOKENEUR,1761868800,2025-10-31,0.00634,0.00694,0.00632,0.00659,0.00643,145632.56935,14
TOKEN,471,USD,490,TOKENUSD,1761868800,2025-10-31,0.00732,0.00769,0.00729,0.00753,0.00745,486673.57102,75
TOKE,470,USD,490,TOKEUSD,1761868800,2025-10-31,0.1808,0.2010,0.1808,0.1998,0.1940,20175.52728432,201
TON,472,EUR,167,TONEUR,1761868800,2025-10-31,1.860,1.989,1.851,1.987,1.925,86320.46459,1314
TON,472,USD,490,TONUSD,1761868800,2025-10-31,2.154,2.298,2.137,2.294,2.218,259404.78906,1955
TON,472,USDC,492,TONUSDC,1761868800,2025-10-31,2.166,2.294,2.153,2.294,2.228,4019.33443,55
TON,472,USDT,499,TONUSDT,1761868800,2025-10-31,2.154,2.296,2.148,2.296,2.210,4318.15675,62
TOSHI,473,EUR,167,TOSHIEUR,1761868800,2025-10-31,0.0006084,0.0006155,0.0005935,0.0006031,0.0006060,5876403.69304,48
TOSHI,473,USD,490,TOSHIUSD,1761868800,2025-10-31,0.0006932,0.0007157,0.0006769,0.0006957,0.0006936,197270036.79273,880
TRAC,474,EUR,167,TRACEUR,1761868800,2025-10-31,0.5540,0.5744,0.5407,0.5605,0.5593,61878.36423,227
TRAC,474,USD,490,TRACUSD,1761868800,2025-10-31,0.6394,0.6622,0.6232,0.6471,0.6428,326201.51403,1972
TREE,475,EUR,167,TREEEUR,1761868800,2025-10-31,0.1424,0.1470,0.1416,0.1470,0.1429,2069.73285,5
TREE,475,USD,490,TREEUSD,1761868800,2025-10-31,0.1650,0.1684,0.1624,0.1667,0.1651,40871.52349,87
TREMP,476,EUR,167,TREMPEUR,1761868800,2025-10-31,0.01159,0.01159,0.01120,0.01120,0.01120,4350.79900,2
TREMP,476,USD,490,TREMPUSD,1761868800,2025-10-31,0.01289,0.01321,0.01236,0.01245,0.01255,270036.51506,48
TRU,477,EUR,167,TRUEUR,1761868800,2025-10-31,0.01534,0.01607,0.01534,0.01597,0.01578,133665.36538652,30
TRUMP,478,EUR,167,TRUMPEUR,1761868800,2025-10-31,6.504,7.207,6.475,6.837,6.919,108466.98772,2944
TRUMP,478,USD,490,TRUMPUSD,1761868800,2025-10-31,7.520,8.333,7.497,7.900,7.978,566894.91631,10307
TRUMP,478,USDC,492,TRUMPUSDC,1761868800,2025-10-31,7.508,8.330,7.502,7.916,7.847,20663.63631,704
TRUMP,478,USDT,499,TRUMPUSDT,1761868800,2025-10-31,7.507,8.328,7.497,7.921,7.973,28401.40592,712
TRU,477,USD,490,TRUUSD,1761868800,2025-10-31,0.01768,0.01856,0.01768,0.01813,0.01829,694274.05286055,182
TRX,479,ETH,163,TRXETH,1761868800,2025-10-31,0.00007664,0.00007719,0.00007625,0.00007688,0.00007665,29730.43827312,48
TRX,479,EUR,167,TRXEUR,1761868800,2025-10-31,0.252820,0.257365,0.252820,0.256524,0.255425,1858551.83825628,1790
TRX,479,USD,490,TRXUSD,1761868800,2025-10-31,0.292451,0.296688,0.292409,0.296246,0.295087,1210279.00990082,1913
TRX,479,USDD,493,TRXUSDD,1761868800,2025-10-31,0.27815,0.27815,0.27815,0.27815,0.27815,207.52232,1
TRX,479,XBT,529,TRXXBT,1761868800,2025-10-31,0.0000026949,0.0000027056,0.0000026734,0.0000026984,0.0000026926,69452.07865133,117
TURBO,480,EUR,167,TURBOEUR,1761868800,2025-10-31,0.001911,0.001923,0.001860,0.001880,0.001887,3837807.75883340,81
TURBO,480,USD,490,TURBOUSD,1761868800,2025-10-31,0.002188,0.002227,0.002130,0.002171,0.002177,32535014.06635847,405
T,459,USD,490,TUSD,1761868800,2025-10-31,0.01213,0.01243,0.01213,0.01241,0.01229,106082.11636228,17
TUSD,481,EUR,167,TUSDEUR,1761868800,2025-10-31,0.8478,0.8478,0.8478,0.8478,0.0000,0.00000,0
TUSD,481,USD,490,TUSDUSD,1761868800,2025-10-31,1.0156,1.0169,0.9876,0.9876,1.0021,323.13902,37
TVK,482,EUR,167,TVKEUR,1761868800,2025-10-31,0.01113,0.01222,0.01105,0.01105,0.01195,30323.47067184,10
TVK,482,USD,490,TVKUSD,1761868800,2025-10-31,0.01416,0.01440,0.01328,0.01440,0.01411,83265.98489854,43
U2U,484,EUR,167,U2UEUR,1761868800,2025-10-31,0.004039,0.004443,0.003657,0.003933,0.003980,2856098.07521,1918
U2U,484,USD,490,U2UUSD,1761868800,2025-10-31,0.004632,0.005650,0.004156,0.004541,0.004593,4280924.46873,2351
U,483,EUR,167,UEUR,1761868800,2025-10-31,0.00572,0.00617,0.00561,0.00590,0.00588,632512.11930,151
UFD,485,EUR,167,UFDEUR,1761868800,2025-10-31,0.01532,0.01627,0.01467,0.01508,0.01519,52156.02419,18
UFD,485,USD,490,UFDUSD,1761868800,2025-10-31,0.01749,0.01797,0.01615,0.01738,0.01738,826608.36986,114
UMA,486,EUR,167,UMAEUR,1761868800,2025-10-31,0.928,0.935,0.908,0.908,0.914,5536.73733742,14
UMA,486,USD,490,UMAUSD,1761868800,2025-10-31,1.074,1.079,1.045,1.057,1.064,2792.54556207,21
UNFI,487,EUR,167,UNFIEUR,1761868800,2025-10-31,0.1088,0.1141,0.1088,0.1141,0.1095,63.93537000,2
UNFI,487,USD,490,UNFIUSD,1761868800,2025-10-31,0.1281,0.1295,0.1242,0.1258,0.1270,5701.68195358,42
UNI,488,ETH,163,UNIETH,1761868800,2025-10-31,0.001535,0.001548,0.001481,0.001492,0.001495,725.19104672,15
UNI,488,EUR,167,UNIEUR,1761868800,2025-10-31,5.056,5.127,4.873,5.004,5.002,27295.66257468,820
UNITE,489,EUR,167,UNITEEUR,1761868800,2025-10-31,0.000245,0.000267,0.000226,0.000240,0.000241,19479671.28355,69
UNITE,489,USD,490,UNITEUSD,1761868800,2025-10-31,0.000318,0.000325,0.000262,0.000276,0.000284,34853983.75883,233
UNI,488,USD,490,UNIUSD,1761868800,2025-10-31,5.845,5.952,5.618,5.775,5.817,65246.56040864,1788
UNI,488,XBT,529,UNIXBT,1761868800,2025-10-31,0.0000538,0.0000541,0.0000517,0.0000522,0.0000526,3085.10508860,56
USD1,491,USD,490,USD1USD,1761868800,2025-10-31,0.9995,1.0001,0.9988,0.9991,0.9995,370433.73288,396
USD1,491,USDC,492,USD1USDC,1761868800,2025-10-31,0.9997,1.0001,0.9990,0.9995,0.9996,1436137.14530,1447
USDC,492,AUD,54,USDCAUD,1761868800,2025-10-31,1.5238,1.5330,1.5221,1.5295,1.5284,643688.22925548,464
USDC,492,CAD,97,USDCCAD,1761868800,2025-10-31,1.3998,1.4033,1.3978,1.4012,1.4007,2883411.60606453,1705
USDC,492,CHF,109,USDCCHF,1761868800,2025-10-31,0.8016,0.8052,0.8011,0.8039,0.8032,1340553.31211587,2130
USDC,492,EUR,167,USDCEUR,1761868800,2025-10-31,0.8645,0.8677,0.8638,0.8658,0.8655,106870181.94099046,72286
USDC,492,GBP,194,USDCGBP,1761868800,2025-10-31,0.7600,0.7663,0.7595,0.7602,0.7617,9374904.25365548,5338
USD,490,CHF,109,USDCHF,1761868800,2025-10-31,0.80226,0.80594,0.80103,0.80420,0.80317,4724581.54331702,15098
USDC,492,USD,490,USDCUSD,1761868800,2025-10-31,0.9998,0.9999,0.9996,0.9997,0.9997,80484134.48135509,21068
USDC,492,USDT,499,USDCUSDT,1761868800,2025-10-31,0.9999,1.0006,0.9994,1.0004,1.0001,45212006.15972851,17464
USDD,493,EUR,167,USDDEUR,1761868800,2025-10-31,0.8528,0.8528,0.8528,0.8528,0.0000,0.00000,0
USDD,493,USD,490,USDDUSD,1761868800,2025-10-31,0.9998,1.0001,0.9998,1.0001,0.9998,277.04581,15
USDE,494,EUR,167,USDEEUR,1761868800,2025-10-31,0.8638,0.8666,0.8634,0.8651,0.8653,19517.14192,116
USDE,494,USD,490,USDEUSD,1761868800,2025-10-31,0.9992,0.9994,0.9987,0.9988,0.9990,45115.05983,414
USDE,494,USDC,492,USDEUSDC,1761868800,2025-10-31,0.9995,0.9996,0.9990,0.9991,0.9992,26023.83231,89
USDE,494,USDT,499,USDEUSDT,1761868800,2025-10-31,0.9994,0.9996,0.9993,0.9995,0.9994,42186.99648,365
USDG,495,EUR,167,USDGEUR,0,1970-01-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0
USDG,495,USD,490,USDGUSD,1761868800,2025-10-31,1.0001,1.0008,1.0000,1.0000,1.0001,6747353.97489,8254
USDG,495,USDC,492,USDGUSDC,1761868800,2025-10-31,1.0002,1.0005,1.0000,1.0003,1.0002,1083327.25908,699
USDG,495,USDT,499,USDGUSDT,1761868800,2025-10-31,1.0003,1.0012,0.9999,1.0006,1.0004,1675062.98264714,1287
USDQ,496,EUR,167,USDQEUR,1761868800,2025-10-31,0.8654,0.8664,0.8610,0.8664,0.8653,300.54154,15
USDQ,496,USD,490,USDQUSD,1761868800,2025-10-31,1.0005,1.0005,0.9980,0.9980,0.9982,319.65863,11
USDQ,496,USDC,492,USDQUSDC,1761868800,2025-10-31,1.0010,1.0011,1.0010,1.0011,1.0010,59.34120,2
USDQ,496,USDT,499,USDQUSDT,1761868800,2025-10-31,1.0008,1.0008,0.9988,0.9988,0.9994,50.41304,7
USDR,497,EUR,167,USDREUR,1761868800,2025-10-31,0.8650,0.8660,0.8619,0.8660,0.8653,1409.73198,16
USDR,497,USD,490,USDRUSD,1761868800,2025-10-31,0.9976,0.9992,0.9975,0.9992,0.9981,2312.81462,19
USDR,497,USDC,492,USDRUSDC,1761868800,2025-10-31,0.9976,0.9987,0.9976,0.9978,0.9983,5981.44576,16
USDR,497,USDT,499,USDRUSDT,1761868800,2025-10-31,0.9988,0.9989,0.9977,0.9983,0.9986,7639.62429,17
USDS,498,EUR,167,USDSEUR,1761868800,2025-10-31,0.85786,0.85786,0.85786,0.85786,0.00000,0.00000000,0
USDS,498,USD,490,USDSUSD,1761868800,2025-10-31,1.00350,1.00350,0.98621,1.00350,1.00177,216.92793000,17
USDT,499,AUD,54,USDTAUD,1761868800,2025-10-31,1.5235,1.5309,1.5234,1.5281,1.5276,2598693.99811917,2480
USDT,499,CAD,97,USDTCAD,1761868800,2025-10-31,1.3997,1.4028,1.3983,1.4008,1.3999,1797558.12406165,1808
USDT,499,CHF,109,USDTCHF,1761868800,2025-10-31,0.80168,0.80557,0.80098,0.80370,0.80296,3167443.27814320,3599
USDT,499,EUR,167,USDTEUR,1761868800,2025-10-31,0.8644,0.8674,0.8638,0.8656,0.8651,110880073.53481470,15087
USDT,499,GBP,194,USDTGBP,1761868800,2025-10-31,0.7599,0.7634,0.7596,0.7601,0.7611,5310032.41405886,6049
USDT,499,JPY,234,USDTJPY,1761868800,2025-10-31,153.500,154.883,153.295,153.604,154.007,6228.58273925,58
USDUC,500,EUR,167,USDUCEUR,1761868800,2025-10-31,0.015455,0.016668,0.015157,0.015157,0.015943,109985.34948,54
USDUC,500,USD,490,USDUCUSD,1761868800,2025-10-31,0.017000,0.018793,0.016975,0.017360,0.017810,2750817.61249,761
USELESS,501,EUR,167,USELESSEUR,1761868800,2025-10-31,0.2154,0.2210,0.1966,0.2007,0.2088,675069.78776,1634
USELESS,501,USD,490,USELESSUSD,1761868800,2025-10-31,0.2497,0.2582,0.2259,0.2338,0.2419,9780332.00292,5836
UST,502,EUR,167,USTEUR,1761868800,2025-10-31,0.00666,0.00666,0.00666,0.00666,0.00000,0.00000000,0
UST,502,USD,490,USTUSD,1761868800,2025-10-31,0.00771,0.00811,0.00759,0.00810,0.00796,47711.10087874,12
UST,502,USDC,492,USTUSDC,1761868800,2025-10-31,0.00750,0.00750,0.00750,0.00750,0.00000,0.00000000,0
UST,502,USDT,499,USTUSDT,1761868800,2025-10-31,0.00790,0.00809,0.00790,0.00809,0.00808,16513.20537513,2
USUAL,503,EUR,167,USUALEUR,1761868800,2025-10-31,0.0248,0.0261,0.0247,0.0249,0.0255,875060.26040,262
USUAL,503,USD,490,USUALUSD,1761868800,2025-10-31,0.0289,0.0301,0.0285,0.0288,0.0294,944192.32063,742
U,483,USD,490,UUSD,1761868800,2025-10-31,0.00658,0.00714,0.00646,0.00683,0.00677,5607988.65308,620
VANRY,504,EUR,167,VANRYEUR,1761868800,2025-10-31,0.01210,0.01256,0.01210,0.01228,0.01222,119606.33211,18
VANRY,504,USD,490,VANRYUSD,1761868800,2025-10-31,0.01390,0.01436,0.01386,0.01423,0.01417,559843.39392,29
VELODROME,505,EUR,167,VELODROMEEUR,1761868800,2025-10-31,0.02976,0.04190,0.02714,0.03702,0.03457,129037.52039,88
VELODROME,505,USD,490,VELODROMEUSD,1761868800,2025-10-31,0.03389,0.05400,0.03128,0.04089,0.04157,2956046.91862,1558
VELVET,506,EUR,167,VELVETEUR,0,1970-01-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0
VELVET,506,USD,490,VELVETUSD,1761868800,2025-10-31,0.2120,0.2610,0.2120,0.2427,0.2391,72217.02262,289
VERSE,507,EUR,167,VERSEEUR,1761868800,2025-10-31,0.1029,0.1029,0.1029,0.1029,0.0000,0.00000,0
VERSE,507,USD,490,VERSEUSD,1761868800,2025-10-31,0.1196,0.1214,0.1195,0.1202,0.1204,10358.17640,324
VFY,508,EUR,167,VFYEUR,1761868800,2025-10-31,0.05671,0.05885,0.05601,0.05752,0.05715,16839.52884,22
VFY,508,USD,490,VFYUSD,1761868800,2025-10-31,0.06630,0.06838,0.06444,0.06643,0.06613,179548.58849,350
VINE,509,EUR,167,VINEEUR,1761868800,2025-10-31,0.03615,0.03827,0.03615,0.03759,0.03715,190407.61187,34
VINE,509,USD,490,VINEUSD,1761868800,2025-10-31,0.04156,0.04416,0.04146,0.04327,0.04305,1391356.31681,169
VIRTUAL,510,EUR,167,VIRTUALEUR,1761868800,2025-10-31,1.0828,1.2656,1.0827,1.1810,1.1824,232831.91144,728
VIRTUAL,510,USD,490,VIRTUALUSD,1761868800,2025-10-31,1.2561,1.4619,1.2484,1.3645,1.3579,1778071.89393,5759
VIRTUAL,510,USDC,492,VIRTUALUSDC,1761868800,2025-10-31,1.3480,1.4645,1.2919,1.3779,1.3961,4636.24882,67
VIRTUAL,510,USDT,499,VIRTUALUSDT,1761868800,2025-10-31,1.2528,1.4558,1.2528,1.3717,1.3559,10631.80487,173
VSN,511,EUR,167,VSNEUR,1761868800,2025-10-31,0.09249,0.09607,0.09211,0.09480,0.09444,292867.35603,392
VSN,511,USD,490,VSNUSD,1761868800,2025-10-31,0.10698,0.11081,0.10642,0.10935,0.10890,287270.14038,734
VULT,512,EUR,167,VULTEUR,1761868800,2025-10-31,0.1557,0.1577,0.1462,0.1511,0.1512,30811.57136,113
VULT,512,USD,490,VULTUSD,1761868800,2025-10-31,0.1821,0.1835,0.1700,0.1731,0.1764,91287.50580,229
VVV,513,EUR,167,VVVEUR,1761868800,2025-10-31,1.296,1.335,1.296,1.335,1.307,549.95001,8
VVV,513,USD,490,VVVUSD,1761868800,2025-10-31,1.454,1.566,1.454,1.550,1.510,658.84344,11
WAL,515,EUR,167,WALEUR,1761868800,2025-10-31,0.18530,0.19986,0.18525,0.19325,0.19074,26360.88476,52
WAL,515,USD,490,WALUSD,1761868800,2025-10-31,0.21102,0.22872,0.21102,0.22075,0.21791,20111.38109,79
WAXL,516,EUR,167,WAXLEUR,1761868800,2025-10-31,0.1435,0.1562,0.1430,0.1447,0.1455,23842.54299,42
WAXL,516,USD,490,WAXLUSD,1761868800,2025-10-31,0.1660,0.1905,0.1643,0.1650,0.1689,562233.29581,1400
WBTC,517,EUR,167,WBTCEUR,1761868800,2025-10-31,94700.0,96059.5,94080.6,94974.3,94643.4,1.82379959,133
WBTC,517,USD,490,WBTCUSD,1761868800,2025-10-31,107874.8,111048.5,107874.8,109608.4,109325.2,0.62853303,196
WBTC,517,XBT,529,WBTCXBT,1761868800,2025-10-31,0.99978,1.00049,0.99899,0.99963,0.99960,5.69278838,761
