from,indexvertexfrom,to,indexvertexto,altname,unixtimestamp,date,open,high,low,close,vwap,volume,count
BONK,90,USD,490,BONKUSD,1761868800,2025-10-31,0.000013130,0.000014381,0.000013089,0.000014026,0.000013857,44288671015.25404,1782
BOS,91,EUR,167,BOSEUR,0,1970-01-01,0.000000,0.000000,0.000000,0.000000,0.000000,0.00000,0
BOS,91,USD,490,BOSUSD,1761868800,2025-10-31,0.006479,0.008000,0.005000,0.005597,0.005879,16123493.97503,1855
BRICK,92,EUR,167,BRICKEUR,1761868800,2025-10-31,0.01133,0.01200,0.01133,0.01200,0.01185,5055.65000,4
BRICK,92,USD,490,BRICKUSD,1761868800,2025-10-31,0.01334,0.01335,0.01304,0.01304,0.01318,50315.09370,17
BSX,93,EUR,167,BSXEUR,1761868800,2025-10-31,0.0000261,0.0000268,0.0000229,0.0000247,0.0000256,52462541.60844953,42
BSX,93,USD,490,BSXUSD,1761868800,2025-10-31,0.0000305,0.0000306,0.0000270,0.0000271,0.0000283,172246484.36417311,122
BTR,94,EUR,167,BTREUR,1761868800,2025-10-31,0.0544,0.0597,0.0544,0.0568,0.0556,26371.72176,42
BTR,94,USD,490,BTRUSD,1761868800,2025-10-31,0.0635,0.0699,0.0615,0.0641,0.0651,700847.04143,456
BTT,95,EUR,167,BTTEUR,1761868800,2025-10-31,0.000000412,0.000000422,0.000000408,0.000000411,0.000000409,6907028933.10155,37
BTT,95,USD,490,BTTUSD,1761868800,2025-10-31,0.000000477,0.000000539,0.000000471,0.000000479,0.000000485,11477498409.00723,153
C98,96,EUR,167,C98EUR,1761868800,2025-10-31,0.0291,0.0316,0.0291,0.0298,0.0298,20286.95848000,10
C98,96,USD,490,C98USD,1761868800,2025-10-31,0.0341,0.0353,0.0333,0.0333,0.0340,10360.39505938,20
CAKE,98,EUR,167,CAKEEUR,1761868800,2025-10-31,2.103,2.110,2.007,2.072,2.052,7976.92063,57
CAKE,98,USD,490,CAKEUSD,1761868800,2025-10-31,2.400,2.451,2.308,2.400,2.362,24588.56468,195
CAMP,99,EUR,167,CAMPEUR,1761868800,2025-10-31,0.01006,0.01092,0.00948,0.01014,0.01009,2889378.48307,319
CAMP,99,USD,490,CAMPUSD,1761868800,2025-10-31,0.01145,0.01202,0.01128,0.01149,0.01168,6285506.92455,1591
CARV,100,EUR,167,CARVEUR,1761868800,2025-10-31,0.12609,0.14521,0.12578,0.14376,0.13450,22292.46774,49
CARV,100,USD,490,CARVUSD,1761868800,2025-10-31,0.14469,0.16980,0.14469,0.16592,0.15838,40055.59887,76
CAT,101,EUR,167,CATEUR,1761868800,2025-10-31,0.000004376,0.000004376,0.000004100,0.000004376,0.000004329,150236206.80855,12
CAT,101,USD,490,CATUSD,1761868800,2025-10-31,0.000005077,0.000005077,0.000004934,0.000005045,0.000005027,918184182.96113,23
CCD,102,EUR,167,CCDEUR,1761868800,2025-10-31,0.021162,0.022619,0.020200,0.021217,0.021307,43350552.11021,1667
CCD,102,USD,490,CCDUSD,1761868800,2025-10-31,0.024452,0.025980,0.023401,0.024502,0.024803,51511455.73284,3187
CELO,103,EUR,167,CELOEUR,1761868800,2025-10-31,0.1995,0.2071,0.1987,0.2044,0.2026,6527.66538,30
CELO,103,USD,490,CELOUSD,1761868800,2025-10-31,0.2295,0.2384,0.2280,0.2350,0.2336,384841.35291,627
CELR,104,EUR,167,CELREUR,1761868800,2025-10-31,0.004623,0.004640,0.004539,0.004577,0.004606,411349.30624000,13
CELR,104,USD,490,CELRUSD,1761868800,2025-10-31,0.005440,0.005440,0.005232,0.005278,0.005275,288930.93068840,35
CFG,105,EUR,167,CFGEUR,1761868800,2025-10-31,0.1707,0.1742,0.1676,0.1696,0.1705,15092.89313134,34
CFG,105,USD,490,CFGUSD,1761868800,2025-10-31,0.1988,0.2055,0.1926,0.1929,0.1961,277646.86007641,565
CGN,106,EUR,167,CGNEUR,0,1970-01-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
CGN,106,USD,490,CGNUSD,0,1970-01-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
CHEEMS,107,EUR,167,CHEEMSEUR,1761868800,2025-10-31,0.0000012411,0.0000012411,0.0000012410,0.0000012410,0.0000012410,20108680.20000,5
CHEEMS,107,USD,490,CHEEMSUSD,1761868800,2025-10-31,0.0000014006,0.0000014145,0.0000013414,0.0000013676,0.0000013849,2444826472.15051,55
CHEX,108,EUR,167,CHEXEUR,1761868800,2025-10-31,0.0447,0.0548,0.0420,0.0478,0.0457,236584.30137,125
CHEX,108,USD,490,CHEXUSD,1761868800,2025-10-31,0.0503,0.0580,0.0480,0.0553,0.0527,1590050.71045,1074
CHILLHOUSE,110,EUR,167,CHILLHOUSEEUR,1761868800,2025-10-31,0.00818,0.00896,0.00707,0.00749,0.00827,192728.56607,51
CHILLHOUSE,110,USD,490,CHILLHOUSEUSD,1761868800,2025-10-31,0.00954,0.01108,0.00726,0.00857,0.00916,15020960.72877,2072
CHR,111,EUR,167,CHREUR,1761868800,2025-10-31,0.0664,0.0677,0.0638,0.0638,0.0658,9409.27022763,13
CHR,111,USD,490,CHRUSD,1761868800,2025-10-31,0.0762,0.0782,0.0736,0.0739,0.0768,31280.21095177,29
CHZ,112,EUR,167,CHZEUR,1761868800,2025-10-31,0.02662,0.02721,0.02634,0.02665,0.02679,773989.57252493,140
CHZ,112,USD,490,CHZUSD,1761868800,2025-10-31,0.03060,0.03136,0.03039,0.03071,0.03085,1081627.17070488,192
CLANKER,113,EUR,167,CLANKEREUR,1761868800,2025-10-31,93.63,97.96,88.42,88.69,93.22,450.99582,221
CLANKER,113,USD,490,CLANKERUSD,1761868800,2025-10-31,107.46,113.73,101.51,104.80,108.09,2928.63051,1637
CLOUD,114,EUR,167,CLOUDEUR,1761868800,2025-10-31,0.1035,0.1035,0.1000,0.1020,0.1018,33240.00427,45
CLOUD,114,USD,490,CLOUDUSD,1761868800,2025-10-31,0.1200,0.1210,0.1161,0.1184,0.1185,325294.72717,353
CLV,115,EUR,167,CLVEUR,1761868800,2025-10-31,0.01112,0.01112,0.01112,0.01112,0.01112,8709.73900000,1
CLV,115,USD,490,CLVUSD,1761868800,2025-10-31,0.01261,0.01261,0.01261,0.01261,0.01261,118.95321173,1
CMETH,116,ETH,163,CMETHETH,1761868800,2025-10-31,1.0775,1.0806,1.0775,1.0806,1.0776,0.08564725,4
CMETH,116,USD,490,CMETHUSD,1761868800,2025-10-31,4096.9,4096.9,4096.9,4096.9,0.0,0.00000000,0
COMP,117,EUR,167,COMPEUR,1761868800,2025-10-31,30.15,30.56,29.80,30.15,30.19,380.99845276,71
COMP,117,USD,490,COMPUSD,1761868800,2025-10-31,34.91,35.36,34.31,35.03,34.87,1766.31014568,229
COMP,117,XBT,529,COMPXBT,1761868800,2025-10-31,0.000320,0.000321,0.000315,0.000318,0.000318,54.87053325,8
COOKIE,118,EUR,167,COOKIEEUR,1761868800,2025-10-31,0.07132,0.07198,0.06986,0.07043,0.07104,22784.56231,20
COOKIE,118,USD,490,COOKIEUSD,1761868800,2025-10-31,0.08136,0.08238,0.08069,0.08097,0.08146,52244.13241,77
COQ,119,EUR,167,COQEUR,1761868800,2025-10-31,0.0000003088,0.0000003182,0.0000002837,0.0000002856,0.0000003010,5576942899.14250,36
COQ,119,USD,490,COQUSD,1761868800,2025-10-31,0.0000003428,0.0000003524,0.0000003232,0.0000003362,0.0000003332,48551877843.41849,378
CORN,120,EUR,167,CORNEUR,1761868800,2025-10-31,0.05687,0.05803,0.05629,0.05655,0.05703,777.96957,8
CORN,120,USD,490,CORNUSD,1761868800,2025-10-31,0.06577,0.06732,0.06481,0.06622,0.06575,6040.07936,22
COTI,121,EUR,167,COTIEUR,1761868800,2025-10-31,0.0269,0.0279,0.0265,0.0270,0.0270,213076.33261575,47
COTI,121,USD,490,COTIUSD,1761868800,2025-10-31,0.0308,0.0315,0.0305,0.0313,0.0310,271606.18821467,50
COW,122,EUR,167,COWEUR,1761868800,2025-10-31,0.1886,0.1902,0.1849,0.1885,0.1858,7773.50918,16
COW,122,USD,490,COWUSD,1761868800,2025-10-31,0.2170,0.2215,0.2131,0.2168,0.2147,21081.11732,88
CPOOL,123,EUR,167,CPOOLEUR,1761868800,2025-10-31,0.06132,0.06446,0.05961,0.06091,0.06102,98339.24600,53
CPOOL,123,USD,490,CPOOLUSD,1761868800,2025-10-31,0.07164,0.07355,0.06847,0.07014,0.07070,3161279.00983,1172
CQT,124,EUR,167,CQTEUR,1761868800,2025-10-31,0.00106,0.00106,0.00103,0.00106,0.00104,160867.39537446,5
CQT,124,USD,490,CQTUSD,1761868800,2025-10-31,0.00120,0.00123,0.00118,0.00120,0.00120,300062.30235068,10
CRO,125,EUR,167,CROEUR,1761868800,2025-10-31,0.12623,0.12931,0.12523,0.12573,0.12763,186954.13207,165
CRO,125,USD,490,CROUSD,1761868800,2025-10-31,0.14559,0.14913,0.14479,0.14520,0.14712,789388.68074,578
CRO,125,USDC,492,CROUSDC,1761868800,2025-10-31,0.14602,0.14781,0.14575,0.14733,0.14640,22326.41837,21
CRO,125,USDT,499,CROUSDT,1761868800,2025-10-31,0.14593,0.14925,0.14550,0.14550,0.14755,22433.14423,20
CRV,126,EUR,167,CRVEUR,1761868800,2025-10-31,0.4273,0.4336,0.4059,0.4199,0.4193,168411.32202538,623
CRV,126,USD,490,CRVUSD,1761868800,2025-10-31,0.4931,0.5023,0.4675,0.4842,0.4835,2335482.80627954,2620
CSM,127,EUR,167,CSMEUR,1761868800,2025-10-31,0.000725,0.000854,0.000641,0.000641,0.000694,1712183.17301643,38
CSM,127,USD,490,CSMUSD,1761868800,2025-10-31,0.000966,0.000976,0.000737,0.000737,0.000844,717504.59865208,33
CTC,128,EUR,167,CTCEUR,1761868800,2025-10-31,0.4048,0.4170,0.4041,0.4106,0.4071,8773.26430,65
CTC,128,USD,490,CTCUSD,1761868800,2025-10-31,0.4743,0.4803,0.4648,0.4759,0.4721,17695.85444,65
CTSI,129,EUR,167,CTSIEUR,1761868800,2025-10-31,0.0416,0.0423,0.0412,0.0420,0.0417,59452.71236001,20
CTSI,129,USD,490,CTSIUSD,1761868800,2025-10-31,0.0483,0.0492,0.0476,0.0482,0.0482,105079.45337186,42
CVC,130,EUR,167,CVCEUR,1761868800,2025-10-31,0.0491,0.0502,0.0489,0.0499,0.0494,20244.95756415,12
CVC,130,USD,490,CVCUSD,1761868800,2025-10-31,0.0562,0.0577,0.0561,0.0575,0.0570,48633.06984961,100
CVX,131,EUR,167,CVXEUR,1761868800,2025-10-31,1.866,2.022,1.866,1.946,1.914,5202.66300451,45
CVX,131,USD,490,CVXUSD,1761868800,2025-10-31,2.156,2.297,2.156,2.225,2.211,62753.62898494,590
CXT,132,EUR,167,CXTEUR,1761868800,2025-10-31,0.01130,0.01175,0.01130,0.01148,0.01165,74680.32897,36
CXT,132,USD,490,CXTUSD,1761868800,2025-10-31,0.01289,0.01370,0.01289,0.01337,0.01336,168469.57641,105
CYBER,133,EUR,167,CYBEREUR,1761868800,2025-10-31,0.839,0.839,0.832,0.838,0.838,456.70225,7
CYBER,133,USD,490,CYBERUSD,1761868800,2025-10-31,0.955,0.973,0.952,0.966,0.968,3767.88338,38
DAI,134,EUR,167,DAIEUR,1761868800,2025-10-31,0.86389,0.86650,0.86299,0.86459,0.86395,19855.88514537,89
DAI,134,USD,490,DAIUSD,1761868800,2025-10-31,0.99917,1.00130,0.99129,0.99900,0.99931,373648.04139423,1542
DAI,134,USDT,499,DAIUSDT,1761868800,2025-10-31,0.99950,0.99950,0.99930,0.99950,0.99949,225813.29304012,268
DASH,135,EUR,167,DASHEUR,1761868800,2025-10-31,37.930,41.869,37.822,41.826,40.318,5821.44622858,1628
DASH,135,USD,490,DASHUSD,1761868800,2025-10-31,43.822,48.586,43.719,48.313,46.665,32920.29477380,5513
DBR,136,EUR,167,DBREUR,1761868800,2025-10-31,0.02963,0.03061,0.02802,0.02854,0.02918,153476.97609,370
DBR,136,USD,490,DBRUSD,1761868800,2025-10-31,0.03447,0.03538,0.03232,0.03298,0.03338,370382.46473,417
DEEP,137,EUR,167,DEEPEUR,1761868800,2025-10-31,0.06549,0.06732,0.06330,0.06490,0.06559,74730.57093,50
DEEP,137,USD,490,DEEPUSD,1761868800,2025-10-31,0.07415,0.07907,0.07329,0.07431,0.07638,593605.45396,228
DEGEN,138,EUR,167,DEGENEUR,1761868800,2025-10-31,0.001650,0.001650,0.001605,0.001623,0.001624,716824.90949,7
DEGEN,138,USD,490,DEGENUSD,1761868800,2025-10-31,0.001868,0.001913,0.001846,0.001871,0.001883,748041.30246,15
DENT,139,EUR,167,DENTEUR,1761868800,2025-10-31,0.0003528,0.0003577,0.0003508,0.0003561,0.0003528,2756876.52721782,14
DENT,139,USD,490,DENTUSD,1761868800,2025-10-31,0.0004148,0.0004157,0.0004020,0.0004096,0.0004099,31154931.45878920,43
DMC,140,EUR,167,DMCEUR,1761868800,2025-10-31,0.00192,0.00204,0.00192,0.00198,0.00196,6967101.59431,77
DMC,140,USD,490,DMCUSD,1761868800,2025-10-31,0.00223,0.00236,0.00222,0.00229,0.00227,11966586.19083,186
DOG,141,EUR,167,DOGEUR,1761868800,2025-10-31,0.00142,0.00145,0.00135,0.00141,0.00140,16931821.49713,118
DOGS,142,EUR,167,DOGSEUR,1761868800,2025-10-31,0.0000445,0.0000463,0.0000445,0.0000455,0.0000449,111632927.92222,49
DOGS,142,USD,490,DOGSUSD,1761868800,2025-10-31,0.0000514,0.0000535,0.0000508,0.0000520,0.0000522,300575050.84133,123
DOG,141,USD,490,DOGUSD,1761868800,2025-10-31,0.00163,0.00171,0.00155,0.00161,0.00161,145920113.16311,1155
DOLO,143,EUR,167,DOLOEUR,1761868800,2025-10-31,0.06470,0.06470,0.06470,0.06470,0.06470,961.71688,1
DOLO,143,USD,490,DOLOUSD,1761868800,2025-10-31,0.07523,0.08332,0.07523,0.08332,0.07892,2087.74762,5
DOT,144,ETH,163,DOTETH,1761868800,2025-10-31,0.000754,0.000757,0.000741,0.000744,0.000749,9396.61390395,82
DOT,144,EUR,167,DOTEUR,1761868800,2025-10-31,2.4807,2.5307,2.4514,2.4933,2.4959,1222835.42492098,3299
DOT,144,GBP,194,DOTGBP,1761868800,2025-10-31,2.1823,2.2274,2.1592,2.1889,2.1950,19189.23212186,158
DOT,144,JPY,234,DOTJPY,1761868800,2025-10-31,444.3,447.0,444.3,447.0,445.6,1.20000000,2
DOT,144,USD,490,DOTUSD,1761868800,2025-10-31,2.8675,2.9243,2.8255,2.8786,2.8811,1668399.14481184,4737
DOT,144,USDC,492,DOTUSDC,1761868800,2025-10-31,2.8707,2.9186,2.8382,2.8745,2.8821,38999.18934420,107
DOT,144,USDT,499,DOTUSDT,1761868800,2025-10-31,2.8777,2.9221,2.8346,2.8681,2.8906,73079.98712378,715
DOT,144,XBT,529,DOTXBT,1761868800,2025-10-31,0.00002654,0.00002667,0.00002601,0.00002624,0.00002617,151963.12807584,180
DRIFT,145,EUR,167,DRIFTEUR,1761868800,2025-10-31,0.3382,0.3461,0.3317,0.3426,0.3392,7781.98359,26
DRIFT,145,USD,490,DRIFTUSD,1761868800,2025-10-31,0.3863,0.4046,0.3821,0.3951,0.3951,92582.95482,229
DRV,146,EUR,167,DRVEUR,1761868800,2025-10-31,0.03003,0.03157,0.02999,0.03157,0.03058,12442.34818,20
DRV,146,USD,490,DRVUSD,1761868800,2025-10-31,0.03520,0.03652,0.03328,0.03637,0.03439,357015.28894,540
DUCK,147,EUR,167,DUCKEUR,1761868800,2025-10-31,0.001311,0.001311,0.001311,0.001311,0.000000,0.00000,0
DUCK,147,USD,490,DUCKUSD,1761868800,2025-10-31,0.001500,0.001597,0.001482,0.001597,0.001529,941208.13605,67
DYDX,148,EUR,167,DYDXEUR,1761868800,2025-10-31,0.2616,0.2703,0.2528,0.2547,0.2608,268465.10071515,327
DYDX,148,USD,490,DYDXUSD,1761868800,2025-10-31,0.3030,0.3128,0.2915,0.2941,0.3026,467044.73173088,494
DYM,149,EUR,167,DYMEUR,1761868800,2025-10-31,0.0778,0.0830,0.0766,0.0766,0.0781,17616.91849,37
DYM,149,USD,490,DYMUSD,1761868800,2025-10-31,0.0894,0.0906,0.0885,0.0887,0.0897,12324.16482,47
EAT,150,EUR,167,EATEUR,1761868800,2025-10-31,0.03112,0.03700,0.02888,0.02954,0.03053,208138.87131,315
EAT,150,USD,490,EATUSD,1761868800,2025-10-31,0.03573,0.04120,0.03307,0.03387,0.03534,566571.68659,690
EDGE,151,EUR,167,EDGEEUR,1761868800,2025-10-31,0.28386,0.28386,0.26063,0.26063,0.27069,652.01507,4
EDGE,151,USD,490,EDGEUSD,1761868800,2025-10-31,0.30377,0.32228,0.30302,0.31484,0.31040,428706.80939,2467
EGLD,152,EUR,167,EGLDEUR,1761868800,2025-10-31,8.00,8.06,7.77,7.88,7.90,3015.44315641,88
EGLD,152,USD,490,EGLDUSD,1761868800,2025-10-31,9.11,9.29,8.96,9.07,9.15,6084.50594120,235
EIGEN,153,EUR,167,EIGENEUR,1761868800,2025-10-31,0.822,0.828,0.787,0.804,0.806,36109.00387,128
EIGEN,153,USD,490,EIGENUSD,1761868800,2025-10-31,0.950,0.958,0.904,0.929,0.935,204967.79006,970
ELX,154,EUR,167,ELXEUR,1761868800,2025-10-31,0.0841,0.0885,0.0823,0.0825,0.0872,2715.30988,26
ELX,154,USD,490,ELXUSD,1761868800,2025-10-31,0.0983,0.1030,0.0955,0.0956,0.0990,6999.40274,48
ENA,155,EUR,167,ENAEUR,1761868800,2025-10-31,0.3401,0.3505,0.3373,0.3394,0.3430,255681.12268,571
ENA,155,USD,490,ENAUSD,1761868800,2025-10-31,0.3944,0.4050,0.3886,0.3938,0.3981,3239007.97860,2173
ENJ,156,EUR,167,ENJEUR,1761868800,2025-10-31,0.0361,0.0366,0.0357,0.0362,0.0360,54500.53664013,22
ENJ,156,USD,490,ENJUSD,1761868800,2025-10-31,0.0407,0.0422,0.0407,0.0418,0.0415,278193.33353840,79
ENS,157,EUR,167,ENSEUR,1761868800,2025-10-31,12.54,12.96,12.54,12.79,12.76,457.90586248,44
ENSO,158,EUR,167,ENSOEUR,1761868800,2025-10-31,1.319,1.383,1.149,1.223,1.231,27888.39306,297
ENSO,158,USD,490,ENSOUSD,1761868800,2025-10-31,1.492,1.569,1.310,1.380,1.430,102533.33212,1269
ENS,157,USD,490,ENSUSD,1761868800,2025-10-31,14.56,14.93,14.44,14.77,14.75,9992.61205427,362
EPT,159,EUR,167,EPTEUR,1761868800,2025-10-31,0.003073,0.003184,0.003023,0.003039,0.003112,921291.23573,285
EPT,159,USD,490,EPTUSD,1761868800,2025-10-31,0.003564,0.003686,0.003475,0.003527,0.003603,1046778.11703,343
ES,160,EUR,167,ESEUR,1761868800,2025-10-31,0.0962,0.0999,0.0941,0.0957,0.0976,104428.36295,466
ES,160,USD,490,ESUSD,1761868800,2025-10-31,0.1114,0.1159,0.1088,0.1103,0.1127,278246.77824,1415
ESX,161,EUR,167,ESXEUR,1761868800,2025-10-31,0.005978,0.006027,0.005692,0.005900,0.005864,6842652.37367,6112
ESX,161,USD,490,ESXUSD,1761868800,2025-10-31,0.006903,0.007744,0.006531,0.006789,0.006755,8182493.73334,4310
ETH,163,AUD,54,ETHAUD,1761868800,2025-10-31,5793.46,5938.51,5788.96,5903.05,5864.43,138.90720436,809
ETH,163,CHF,109,ETHCHF,1761868800,2025-10-31,3051.86,3138.46,3049.72,3106.60,3088.05,139.71449821,650
ETH,163,DAI,134,ETHDAI,1761868800,2025-10-31,3939.693,3939.693,3939.693,3939.693,3939.693,0.00216465,1
ETH,163,EURC,168,ETHEURC,1761868800,2025-10-31,3322.33,3549.53,3322.33,3543.04,3375.89,0.10680492,6
ETH,163,EUROP,169,ETHEUROP,1761868800,2025-10-31,3369.31,3369.31,3369.31,3369.31,3369.31,0.22971948,1
ETHFI,164,EUR,167,ETHFIEUR,1761868800,2025-10-31,0.7869,0.8394,0.7845,0.8288,0.8074,32031.22179,137
ETHFI,164,USD,490,ETHFIUSD,1761868800,2025-10-31,0.9119,0.9701,0.9057,0.9570,0.9357,66573.57906,285
ETH,163,PYUSD,374,ETHPYUSD,1761868800,2025-10-31,3948.18,3985.97,3740.30,3973.76,3904.75,0.02521907,10
ETH,163,USD1,491,ETHUSD1,1761868800,2025-10-31,3870.43,3870.43,3837.08,3853.37,3869.43,2.77103033,11
ETH,163,USDC,492,ETHUSDC,1761868800,2025-10-31,3801.43,3900.88,3797.22,3861.13,3850.04,924.79477097,3184
ETH,163,USDT,499,ETHUSDT,1761868800,2025-10-31,3805.69,3907.84,3798.75,3860.39,3847.44,905.82717487,2132
ETHW,165,ETH,163,ETHWETH,1761868800,2025-10-31,0.000233,0.000235,0.000233,0.000233,0.000234,523.76596240,7
ETHW,165,EUR,167,ETHWEUR,1761868800,2025-10-31,0.756,0.827,0.756,0.775,0.776,6294.02760723,45
ETHW,165,USD,490,ETHWUSD,1761868800,2025-10-31,0.877,0.905,0.877,0.890,0.890,2950.73820470,44
EUL,166,EUR,167,EULEUR,1761868800,2025-10-31,7.553,7.744,7.197,7.363,7.377,5999.62708160,139
EUL,166,USD,490,EULUSD,1761868800,2025-10-31,8.714,9.007,8.280,8.516,8.462,24578.68575592,1328
EUR,167,AUD,54,EURAUD,1761868800,2025-10-31,1.76293,1.77233,1.75976,1.76620,1.76587,31839.85121488,117
EUR,167,CAD,97,EURCAD,1761868800,2025-10-31,1.61750,1.62288,1.61420,1.61773,1.61779,13546.43392017,96
EURC,168,EUR,167,EURCEUR,1761868800,2025-10-31,1.0002,1.0002,0.9950,0.9996,0.9997,430247.66348806,268
EUR,167,CHF,109,EURCHF,1761868800,2025-10-31,0.92761,0.93005,0.92574,0.92857,0.92772,2183888.90398750,7472
EURC,168,USD,490,EURCUSD,1761868800,2025-10-31,1.15668,1.15745,1.14897,1.15385,1.15535,37979.65294340,79
EURC,168,USDC,492,EURCUSDC,1761868800,2025-10-31,1.15700,1.15763,1.15144,1.15397,1.15504,421851.93413979,212
EUR,167,GBP,194,EURGBP,1761868800,2025-10-31,0.87925,0.88215,0.87754,0.87801,0.87966,1410403.66673067,2617
EUR,167,JPY,234,EURJPY,1761868800,2025-10-31,177.690,178.245,177.306,177.547,177.369,1904.32879830,16
EUROP,169,EUR,167,EUROPEUR,1761868800,2025-10-31,0.9997,0.9997,0.9976,0.9976,0.9981,121678.11813,84
EUROP,169,USD,490,EUROPUSD,1761868800,2025-10-31,1.1535,1.1535,1.1519,1.1525,1.1523,102338.92486,30
EUROP,169,USDC,492,EUROPUSDC,1761868800,2025-10-31,1.1522,1.1525,1.1522,1.1522,1.1522,261911.65471,112
EURQ,170,EUR,167,EURQEUR,1761868800,2025-10-31,1.0000,1.0005,0.9980,0.9980,1.0000,1071.60429,52
EURQ,170,USD,490,EURQUSD,1761868800,2025-10-31,1.1551,1.1582,1.1484,1.1488,1.1531,2069.40291,177
EURR,171,EUR,167,EURREUR,1761868800,2025-10-31,0.9997,0.9997,0.9997,0.9997,0.9997,22639.51370,82
EURR,171,USD,490,EURRUSD,1761868800,2025-10-31,1.1561,1.1573,1.1515,1.1530,1.1554,24326.65604,105
EURR,171,USDC,492,EURRUSDC,1761868800,2025-10-31,1.1608,1.1608,1.1437,1.1437,1.1546,284.27284,37
EURR,171,USDT,499,EURRUSDT,1761868800,2025-10-31,1.1568,1.1568,1.1544,1.1544,1.1548,105.89182,4
EWT,172,EUR,167,EWTEUR,1761868800,2025-10-31,0.709,0.752,0.686,0.689,0.713,15926.07288001,176
EWT,172,USD,490,EWTUSD,1761868800,2025-10-31,0.822,0.903,0.784,0.797,0.837,33293.11147580,529
FARM,173,EUR,167,FARMEUR,1761868800,2025-10-31,18.87,19.26,18.87,19.26,18.94,6.16953000,2
FARM,173,USD,490,FARMUSD,1761868800,2025-10-31,21.10,21.71,21.02,21.47,21.29,110.41595395,27
FARTCOIN,174,EUR,167,FARTCOINEUR,1761868800,2025-10-31,0.2879,0.2985,0.2612,0.2731,0.2820,975936.19648,1439
FARTCOIN,174,USD,490,FARTCOINUSD,1761868800,2025-10-31,0.3325,0.3457,0.3004,0.3153,0.3227,13926191.44563,5619
FARTCOIN,174,USDC,492,FARTCOINUSDC,1761868800,2025-10-31,0.3344,0.3452,0.3017,0.3137,0.3253,281074.49243,665
FARTCOIN,174,USDT,499,FARTCOINUSDT,1761868800,2025-10-31,0.3349,0.3443,0.3030,0.3155,0.3237,313462.13942,395
FET,175,EUR,167,FETEUR,1761868800,2025-10-31,0.2076,0.2113,0.2006,0.2006,0.2068,387874.57125788,630
FET,175,USD,490,FETUSD,1761868800,2025-10-31,0.2401,0.2440,0.2315,0.2316,0.2382,1121878.57027674,1315
FF,176,EUR,167,FFEUR,1761868800,2025-10-31,0.10789,0.11106,0.10420,0.10777,0.10691,75430.61599,24
FF,176,USD,490,FFUSD,1761868800,2025-10-31,0.12144,0.12936,0.11825,0.12563,0.12400,339002.96906,172
FHE,177,EUR,167,FHEEUR,1761868800,2025-10-31,0.02912,0.03055,0.02904,0.02989,0.02988,93408.09581,114
FHE,177,USD,490,FHEUSD,1761868800,2025-10-31,0.03352,0.03536,0.03340,0.03425,0.03439,387818.91363,403
FIDA,178,EUR,167,FIDAEUR,1761868800,2025-10-31,0.0482,0.0485,0.0482,0.0485,0.0484,5195.99612592,2
FIDA,178,USD,490,FIDAUSD,1761868800,2025-10-31,0.0555,0.0566,0.0552,0.0559,0.0558,28592.49939323,24
FIL,179,ETH,163,FILETH,1761868800,2025-10-31,0.000383,0.000396,0.000383,0.000389,0.000391,11400.03231450,62
FIL,179,EUR,167,FILEUR,1761868800,2025-10-31,1.263,1.320,1.263,1.307,1.287,15626.54164366,152
FIL,179,GBP,194,FILGBP,1761868800,2025-10-31,1.126,1.159,1.120,1.149,1.143,8436.75498261,67
FIL,179,USD,490,FILUSD,1761868800,2025-10-31,1.462,1.525,1.460,1.502,1.497,130268.87376856,880
FIL,179,XBT,529,FILXBT,1761868800,2025-10-31,0.00001349,0.00001385,0.00001349,0.00001372,0.00001357,2455.10374119,39
FIS,180,EUR,167,FISEUR,1761868800,2025-10-31,0.0579,0.0585,0.0575,0.0578,0.0578,29615.94189377,18
FIS,180,USD,490,FISUSD,1761868800,2025-10-31,0.0667,0.0682,0.0660,0.0667,0.0669,29617.12851670,27
FLOKI,181,EUR,167,FLOKIEUR,1761868800,2025-10-31,0.00005834,0.00006075,0.00005834,0.00006037,0.00005955,382669215.64313711,128
FLOKI,181,USD,490,FLOKIUSD,1761868800,2025-10-31,0.00006656,0.00007029,0.00006646,0.00006970,0.00006831,2342814560.86852845,402
FLOW,182,EUR,167,FLOWEUR,1761868800,2025-10-31,0.2243,0.2300,0.2224,0.2251,0.2258,140522.76768389,179
FLOW,182,USD,490,FLOWUSD,1761868800,2025-10-31,0.2590,0.2659,0.2565,0.2602,0.2609,566236.66019340,441
FLR,183,EUR,167,FLREUR,1761868800,2025-10-31,0.01379,0.01482,0.01379,0.01390,0.01415,4707646.51302165,246
FLR,183,USD,490,FLRUSD,1761868800,2025-10-31,0.01597,0.01839,0.01593,0.01613,0.01636,38607546.84254102,3395
FLUX,184,EUR,167,FLUXEUR,1761868800,2025-10-31,0.0932,0.0951,0.0928,0.0938,0.0938,14015.47796,37
FLUX,184,USD,490,FLUXUSD,1761868800,2025-10-31,0.1070,0.1095,0.1070,0.1082,0.1081,124438.45905,183
FLY,185,EUR,167,FLYEUR,1761868800,2025-10-31,0.0265,0.0265,0.0265,0.0265,0.0265,129.83018,2
FLY,185,USD,490,FLYUSD,1761868800,2025-10-31,0.0307,0.0307,0.0307,0.0307,0.0307,129.49391,2
